messageId,sender,sentAt,payloadSize,deliveredAt,latencyMs,appLatencyMs
151c6b40-2ab5-5d55-8f5f-7c9a7b8436ee,ba2af95fdb602b2c65447ef16252548f89a0a50445c70315bcb4f224500928c9,1785275924020,132.0,1785275924153,133,
690c856f-4a53-5f82-b7d9-c3689667b491,ba2af95fdb602b2c65447ef16252548f89a0a50445c70315bcb4f224500928c9,1785275924021,132.0,1785275924188,167,
61671578-6460-5465-b535-cb5485e683b6,ba2af95fdb602b2c65447ef16252548f89a0a50445c70315bcb4f224500928c9,1785275925048,132.0,1785275925131,83,
fe245812-986f-589c-ba7a-4a899ecaa184,ba2af95fdb602b2c65447ef16252548f89a0a50445c70315bcb4f224500928c9,1785275925052,132.0,1785275925219,167,
6bb6a01a-a0dc-5841-80c5-dbd937c8ebdb,ba2af95fdb602b2c65447ef16252548f89a0a50445c70315bcb4f224500928c9,1785275926023,132.0,1785275926147,124,
c4bccb88-e7db-5832-ae16-af027be97204,ba2af95fdb602b2c65447ef16252548f89a0a50445c70315bcb4f224500928c9,1785275926028,132.0,1785275926150,122,
9073fc0d-5a44-50f3-8dfe-f65addd2b233,ba2af95fdb602b2c65447ef16252548f89a0a50445c70315bcb4f224500928c9,1785275927024,132.0,1785275927117,93,
33b06d47-30f1-51fe-9918-250f362bbad9,ba2af95fdb602b2c65447ef16252548f89a0a50445c70315bcb4f224500928c9,1785275927032,132.0,1785275927154,122,
673ef2b3-22d7-5a18-a372-39b69c8f49f5,ba2af95fdb602b2c65447ef16252548f89a0a50445c70315bcb4f224500928c9,1785275928037,132.0,1785275928100,63,
ddf22eaa-0a27-599c-b562-01fdbcbb256a,ba2af95fdb602b2c65447ef16252548f89a0a50445c70315bcb4f224500928c9,1785275928085,132.0,1785275928188,103,
6465e062-8716-542e-90b7-27707afe7af7,ba2af95fdb602b2c65447ef16252548f89a0a50445c70315bcb4f224500928c9,1785275929021,132.0,1785275929088,67,
3cc03e11-4059-51c5-8244-20eb215addcb,ba2af95fdb602b2c65447ef16252548f89a0a50445c70315bcb4f224500928c9,1785275930028,132.0,1785275930138,110,
ba34c9b9-ede6-55ec-9d18-b43c025d46a7,ba2af95fdb602b2c65447ef16252548f89a0a50445c70315bcb4f224500928c9,1785275930031,132.0,1785275930141,110,
c9df83b8-0fb0-58ed-8b25-c4d2c020e2e3,ba2af95fdb602b2c65447ef16252548f89a0a50445c70315bcb4f224500928c9,1785275931026,132.0,1785275931157,131,
4e84d264-ff55-5dc3-80cc-69804f555dbe,ba2af95fdb602b2c65447ef16252548f89a0a50445c70315bcb4f224500928c9,1785275931032,132.0,1785275931158,126,
a5939562-ae90-5b2d-a9ce-b1f6ef563a2b,ba2af95fdb602b2c65447ef16252548f89a0a50445c70315bcb4f224500928c9,1785275932024,132.0,1785275932106,82,
c6c647f7-4006-5813-b6a1-78c58567f61f,ba2af95fdb602b2c65447ef16252548f89a0a50445c70315bcb4f224500928c9,1785275932027,132.0,1785275932108,81,
341674c4-c496-5aab-8cec-33f015d9d28d,ba2af95fdb602b2c65447ef16252548f89a0a50445c70315bcb4f224500928c9,1785275933024,132.0,1785275933106,82,
8879ff3d-8c73-538c-8d74-1fd93ea51323,ba2af95fdb602b2c65447ef16252548f89a0a50445c70315bcb4f224500928c9,1785275933027,132.0,1785275933108,81,
c97b2265-6924-50b6-935b-a1f29a7c4a1d,ba2af95fdb602b2c65447ef16252548f89a0a50445c70315bcb4f224500928c9,1785275934022,132.0,1785275934083,61,
